word1,word2,pubtitle,authors,n
70,lane,The Sun (1837-),NA,1
70,white,Afro-American (1893-),NA,1
70,yards,The Sun (1837-),NA,1
"70,000",1.500.000,The Sun (1837-),NA,1
"70,000","50,000",Afro-American (1893-),NA,1
"70,000",bushels,The Sun (1837-),"Dorsch, George C",1
"70,000",heads,The Sun (1837-),NA,1
70.000,letters,The Sun (1837-),NA,1
70.993.27,lillie,The Sun (1837-),NA,1
700,700,Afro-American (1893-),NA,1
700,cleared,The Sun (1837-),NA,1
700,dolphin,Afro-American (1893-),NA,1
700,herbert,The Sun (1837-),NA,1
700,margaret,The Sun (1837-),NA,1
700,maryland,The Sun (1837-),NA,1
700,miss,The Sun (1837-),NA,1
"700,000","55,000",The Sun (1837-),NA,1
"700,000",department,The Sun (1837-),NA,1
"700,000",hall,The Sun (1837-),NA,1
702,vincent,The Sun (1837-),NA,1
704,north,The Sun (1837-),NA,1
706,edmondson,Afro-American (1893-),NA,1
706,vine,Afro-American (1893-),NA,1
706,west,The Sun (1837-),NA,1
707,edmondson,Afro-American (1893-),NA,1
707,frederick,The Sun (1837-),NA,1
707,inmates,The Sun (1837-),NA,1
709,mulberry,Afro-American (1893-),NA,1
71,73,The Sun (1837-),NA,1
71,authorizing,The Sun (1837-),NA,1
71,hampton,Afro-American (1893-),NA,1
71,judge,The Sun (1837-),NA,1
71,robert,The Sun (1837-),NA,1
711,ν,Afro-American (1893-),NA,1
"711,300","761,300",The Sun (1837-),NA,1
712,louis,The Sun (1837-),NA,1
712,sharp,Afro-American (1893-),NA,1
713,dolphin,The Sun (1837-),NA,1
719,george,Afro-American (1893-),NA,1
72,28,The Sun (1837-),NA,1
72,authorizing,The Sun (1837-),NA,1
72,boys,The Sun (1837-),NA,1
72,cents,Afro-American (1893-),NA,1
72,judge,The Sun (1837-),NA,1
"72,000","72,000",The Sun (1837-),NA,1
"72,000",department,The Sun (1837-),NA,1
72.000,"100,000",The Sun (1837-),NA,1
720,acres,The Sun (1837-),NA,1
720,annually,The Sun (1837-),NA,1
720,average,The Sun (1837-),NA,1
720,fireman,Afro-American (1893-),NA,1
720,junior,Afro-American (1893-),NA,1
723,george,Afro-American (1893-),NA,1
723,har,Afro-American (1893-),NA,1
724,ton,The Sun (1837-),NA,1
726,ensor,Afro-American (1893-),NA,1
73,50.000,The Sun (1837-),NA,1
73,93,The Sun (1837-),NA,1
73,authorizing,The Sun (1837-),NA,1
73,judge,The Sun (1837-),NA,1
73,kaylon,The Sun (1837-),NA,1
"73,098","192,409",The Sun (1837-),NA,1
"73,693",maryland,The Sun (1837-),NA,1
73.28,william,The Sun (1837-),NA,1
731,pupils,The Sun (1837-),NA,1
731,wont,The Sun (1837-),NA,1
"732,300,802","749,355,447",The Sun (1837-),Special Dispatch to the Baltimore Sun,1
733,358,The Sun (1837-),NA,1
735,arable,Afro-American (1893-),"Harleston, Edwin",1
74,507.32,The Sun (1837-),NA,1
74,acres,The Sun (1837-),NA,1
74,authorizing,The Sun (1837-),NA,1
74,judge,The Sun (1837-),NA,1
743,george,Afro-American (1893-),NA,1
743.75,spent,The Sun (1837-),NA,1
748,1,Afro-American (1893-),NA,1
"749,355,447","3,305,8so",The Sun (1837-),Special Dispatch to the Baltimore Sun,1
75,"15,000",The Sun (1837-),NA,1
75,537,Afro-American (1893-),NA,1
75,authorizing,The Sun (1837-),NA,1
75,cents,The Sun (1837-),"Quinn, Albert W",1
75,colored,Afro-American (1893-),NA,1
75,court,The Sun (1837-),NA,1
75,employés,The Sun (1837-),NA,1
75,horse,The Sun (1837-),NA,1
75,judge,The Sun (1837-),NA,1
75,mann,The Sun (1837-),NA,1
75,mile,The Sun (1837-),NA,1
75,native,The Sun (1837-),NA,1
75,negro,The Sun (1837-),NA,1
75,pans,Afro-American (1893-),NA,1
75,personal,The Sun (1837-),NA,1
75,persons,The Sun (1837-),NA,1
75,pratt,The Sun (1837-),NA,1
75,raised,Afro-American (1893-),NA,1
75,supervisory,The Sun (1837-),NA,1
"75,000",1936,Afro-American (1893-),NA,1
"75,000","49,000",The Sun (1837-),NA,1
"75,000",estate,Afro-American (1893-),NA,1
"75,000",officers,The Sun (1837-),NA,1
"75,000",people,The Sun (1837-),NA,1
"75,000",requested,Afro-American (1893-),Staff Correspondent,1
"75,000",το,The Sun (1837-),NA,1
75.80,dorothy,The Sun (1837-),NA,1
750,000,The Sun (1837-),NA,1
750,900,The Sun (1837-),NA,1
750,acre,The Sun (1837-),"Watson, Mark S",1
750,jesse,The Sun (1837-),NA,1
750,pairs,The Sun (1837-),NA,1
750,pounds,The Sun (1837-),"Watson, Mark S",1
750,teachers,Afro-American (1893-),"Harleston, Edwin",1
750,vine,The Sun (1837-),NA,1
"750,009",damages,The Sun (1837-),NA,1
751,allotted,The Sun (1837-),"O'Donnell, Louis J",1
753,dis,The Sun (1837-),Reported for the Baltimore Sun,1
754,acres,Afro-American (1893-),NA,1
"759,250","2,325,100",The Sun (1837-),NA,1
76,52,The Sun (1837-),NA,1
76,authorizing,The Sun (1837-),NA,1
76,days,The Sun (1837-),Reported for the Baltimore Sun,1
76,judge,The Sun (1837-),NA,1
760,bradley,Afro-American (1893-),NA,1
760,city,The Sun (1837-),NA,1
"761,300","4,003,500",The Sun (1837-),NA,1
"761,300","4,307,500",The Sun (1837-),NA,1
765,333,The Sun (1837-),NA,1
767,35,The Sun (1837-),NA,1
76th,coast,Afro-American (1893-),"Murphy, Carl",1
77,"15,000",The Sun (1837-),NA,1
77,80,The Sun (1837-),NA,1
77,authorizing,The Sun (1837-),NA,1
77,city's,The Sun (1837-),NA,1
77,editor,Afro-American (1893-),NA,1
77,judge,The Sun (1837-),NA,1
77,pounds,The Sun (1837-),NA,1
"77,000",additional,The Sun (1837-),NA,1
"77,280",henryton,Afro-American (1893-),NA,1
"77,400","113,702",The Sun (1837-),NA,1
"77,678","119,275",Afro-American (1893-),NA,1
771,west,Afro-American (1893-),NA,1
774,"1,404",The Sun (1837-),NA,1
775,4,The Sun (1837-),NA,1
775,waesche,Afro-American (1893-),"Phillips, B",1
"779,812",ob,The Sun (1837-),NA,1
"779,812",upheld,The Sun (1837-),NA,1
78,90,The Sun (1837-),NA,1
78,authorizing,The Sun (1837-),NA,1
78,boys,Afro-American (1893-),NA,1
78,judge,The Sun (1837-),NA,1
78,left,Afro-American (1893-),NA,1
78,retired,Afro-American (1893-),NA,1
"78,000",equipment,The Sun (1837-),NA,1
"78,000",raise,Afro-American (1893-),NA,1
"78,000",rosewood,The Sun (1837-),NA,1
"78,500","58,500",The Sun (1837-),NA,1
"78,705","15,000",Afro-American (1893-),NA,1
"78,705","80,000",Afro-American (1893-),NA,1
7800,write,Afro-American (1893-),NA,1
782,321,The Sun (1837-),NA,1
"782,470","1,080,134",The Sun (1837-),NA,1
79,authorizing,The Sun (1837-),NA,1
79,judge,The Sun (1837-),NA,1
799,warmes,The Sun (1837-),NA,1
7th,8th,Afro-American (1893-),NA,1
7th,st.n.w,Afro-American (1893-),NA,1
8,0,The Sun (1837-),NA,1
8,11,Afro-American (1893-),NA,1
8,11,The Sun (1837-),NA,1
8,12,The Sun (1837-),NA,1
8,14,The Sun (1837-),NA,1
8,1504,Afro-American (1893-),NA,1
8,16,The Sun (1837-),NA,1
8,1886,The Sun (1837-),Reported for the Baltimore Sun,1
8,1924,The Sun (1837-),NA,1
8,1929,Afro-American (1893-),NA,1
8,1945,The Sun (1837-),NA,1
8,20,The Sun (1837-),NA,1
8,43,The Sun (1837-),NA,1
8,5,The Sun (1837-),NA,1
8,6,The Sun (1837-),NA,1
8,7,Afro-American (1893-),NA,1
8,9,The Sun (1837-),NA,1
8,ap,The Sun (1837-),NA,1
8,atkinson.f,The Sun (1837-),NA,1
8,aubrey,Afro-American (1893-),NA,1
8,augustus,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
8,bainbridge,The Sun (1837-),NA,1
8,bets,The Sun (1837-),NA,1
8,bishop,Afro-American (1893-),NA,1
8,boys,Afro-American (1893-),NA,1
8,bushels,Afro-American (1893-),NA,1
8,central,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
8,cents,The Sun (1837-),NA,1
8,cheltenham,Afro-American (1893-),NA,1
8,cheltenham,The Sun (1837-),NA,1
8,city,The Sun (1837-),NA,1
8,clock,The Sun (1837-),NA,1
8,column,The Sun (1837-),"Hutchison, Anne W",1
8,column,The Sun (1837-),"O'Donnell, Louis J",1
8,continued,The Sun (1837-),NA,1
8,cummins,The Sun (1837-),NA,1
8,ella,The Sun (1837-),NA,1
8,employment,The Sun (1837-),NA,1
8,epiphany,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
8,forest,The Sun (1837-),NA,1
8,grand,Afro-American (1893-),NA,1
8,hecht,The Sun (1837-),NA,1
8,hull,The Sun (1837-),NA,1
8,inches,Afro-American (1893-),"Lyle, George, Jr",1
8,inches,The Sun (1837-),NA,1
8,intro,Afro-American (1893-),NA,1
8,judge,The Sun (1837-),NA,1
8,marshall,The Sun (1837-),NA,1
8,massachusetts,The Sun (1837-),NA,1
8,mcdonogh,The Sun (1837-),NA,1
8,months,Afro-American (1893-),NA,1
8,n.y.topics,The Sun (1837-),NA,1
8,negroes,The Sun (1837-),NA,1
8,nevada,The Sun (1837-),NA,1
8,november,Afro-American (1893-),NA,1
8,o'clock,Afro-American (1893-),NA,1
8,o'clock,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
8,potpourri,Afro-American (1893-),NA,1
8,pound,Afro-American (1893-),NA,1
8,pyne,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
8,remember,The Sun (1837-),NA,1
8,senior,The Sun (1837-),NA,1
8,shrine,The Sun (1837-),NA,1
8,suffering,The Sun (1837-),NA,1
8,upor,The Sun (1837-),NA,1
8,west,The Sun (1837-),NA,1
8,williams,The Sun (1837-),NA,1
"8,000",11,The Sun (1837-),"O'Donnell, Louis J",1
"8,000",131.000,The Sun (1837-),NA,1
"8,000","15,000",Afro-American (1893-),NA,1
"8,000","8,000",Afro-American (1893-),NA,1
"8,000",allotted,Afro-American (1893-),NA,1
"8,000",crates,The Sun (1837-),"Dorsch, George C",1
"8,000",received,The Sun (1837-),NA,1
"8,000",worth,Afro-American (1893-),"Phillips, B",1
"8,000,000",loan,The Sun (1837-),NA,1
"8,009,309",board,The Sun (1837-),NA,1
"8,009,309",total,The Sun (1837-),NA,1
"8,193,032","236,750",The Sun (1837-),NA,1
"8,193,032",maryland,The Sun (1837-),NA,1
"8,293",division,The Sun (1837-),NA,1
"8,572",μαιντεναnce,The Sun (1837-),NA,1
8.000,real,The Sun (1837-),NA,1
8.02,arrived,The Sun (1837-),NA,1
8.15,o'clock,The Sun (1837-),NA,1
8.30,p.m,The Sun (1837-),NA,1
8.50,"1,250",Afro-American (1893-),NA,1
8.80,o'clock,The Sun (1837-),NA,1
80,000,Afro-American (1893-),NA,1
80,"4,000",The Sun (1837-),NA,1
80,"5,000",The Sun (1837-),NA,1
80,authorizing,The Sun (1837-),NA,1
80,baskets,Afro-American (1893-),NA,1
80,candidates,The Sun (1837-),NA,1
80,criminally,The Sun (1837-),NA,1
80,judge,The Sun (1837-),NA,1
80,librarap,Afro-American (1893-),NA,1
80,mem,The Sun (1837-),NA,1
80,nich,The Sun (1837-),NA,1
80,period,Afro-American (1893-),NA,1
80,pounds,Afro-American (1893-),NA,1
80,shares,The Sun (1837-),NA,1
80,só,Afro-American (1893-),James,1
80,tons,The Sun (1837-),NA,1
80,vet,The Sun (1837-),NA,1
80,yale,The Sun (1837-),NA,1
"80,000",250.000,The Sun (1837-),NA,1
"80,000","27,000",Afro-American (1893-),NA,1
"80,000",appropriated,The Sun (1837-),NA,1
"80,000",employees,Afro-American (1893-),NA,1
"80,000",francs,The Sun (1837-),Special to the Baltimore Sun,1
"80,000",gym,The Sun (1837-),NA,1
"80,000",horticultural,The Sun (1837-),NA,1
"80,118",colored,Afro-American (1893-),NA,1
80.24,isador,The Sun (1837-),NA,1
800,000,The Sun (1837-),NA,1
800,"127,000",The Sun (1837-),NA,1
800,acres,The Sun (1837-),"Dorsch, George C",1
800,acres,The Sun (1837-),"Hopkins, Frank S",1
800,acres,The Sun (1837-),NA,1
800,amended,The Sun (1837-),NA,1
800,divided,The Sun (1837-),NA,1
800,letters,The Sun (1837-),A Staff Correspondent,1
800,people,Afro-American (1893-),NA,1
800,youths,The Sun (1837-),NA,1
"800,000","900,000",The Sun (1837-),A Staff Correspondent,1
"800,000",bushels,The Sun (1837-),"Dorsch, George C",1
801,north,The Sun (1837-),NA,1
802,4,The Sun (1837-),NA,1
802,aisquith,Afro-American (1893-),NA,1
804,protestant,The Sun (1837-),"Scarborough, Katherine",1
804,south,Afro-American (1893-),NA,1
808.699,appropriated,The Sun (1837-),NA,1
81,000,The Sun (1837-),NA,1
81,1.629,The Sun (1837-),NA,1
81,authorizing,The Sun (1837-),NA,1
81,boys,The Sun (1837-),"Hopkins, Frank S",1
81,cents,The Sun (1837-),"Quinn, Albert W",1
81,colored,The Sun (1837-),NA,1
81,judge,The Sun (1837-),NA,1
810,davis,The Sun (1837-),NA,1
811,mulberry,The Sun (1837-),NA,1
811,west,The Sun (1837-),NA,1
817,somerset,Afro-American (1893-),NA,1
817,thir,Afro-American (1893-),NA,1
82,2,The Sun (1837-),NA,1
82,7,The Sun (1837-),NA,1
82,authorizing,The Sun (1837-),NA,1
82,classification,The Sun (1837-),NA,1
82,coolest,The Sun (1837-),NA,1
82,judge,The Sun (1837-),NA,1
82,ner,Afro-American (1893-),NA,1
82,unaccounted,The Sun (1837-),NA,1
"82,000",chairs,The Sun (1837-),NA,1
"82,815","82,815",Afro-American (1893-),NA,1
"82,815","90,700",Afro-American (1893-),NA,1
821,north,The Sun (1837-),NA,1
821,west,The Sun (1837-),NA,1
822,north,The Sun (1837-),NA,1
822,whatcoat,Afro-American (1893-),NA,1
825,counsel,The Sun (1837-),NA,1
828,druid,The Sun (1837-),NA,1
828,woodyear,Afro-American (1893-),NA,1
83,120.99,The Sun (1837-),NA,1
83,authorizing,The Sun (1837-),NA,1
83,boys,The Sun (1837-),NA,1
83,inmates,The Sun (1837-),NA,1
83,judge,The Sun (1837-),NA,1
83,station,The Sun (1837-),NA,1
"83,220","167,819",The Sun (1837-),NA,1
"830,011","496,300",The Sun (1837-),NA,1
"830,011",including,The Sun (1837-),NA,1
"832,999",listed,The Sun (1837-),NA,1
832.999.97,paid,The Sun (1837-),NA,1
833,aisquith,Afro-American (1893-),NA,1
833.50,rebecca,The Sun (1837-),NA,1
834,quints,The Sun (1837-),NA,1
839,franklin,Afro-American (1893-),NA,1
839,harlem,Afro-American (1893-),NA,1
84,145,The Sun (1837-),NA,1
84,86,The Sun (1837-),NA,1
84,authorizing,The Sun (1837-),NA,1
84,judge,The Sun (1837-),NA,1
84,qualified,The Sun (1837-),NA,1
84,retired,The Sun (1837-),NA,1
"84,500",requested,The Sun (1837-),NA,1
"84,840",utili,The Sun (1837-),NA,1
84.500,"20,784,292",The Sun (1837-),NA,1
"844,400",addition,The Sun (1837-),NA,1
848,pierce,Afro-American (1893-),NA,1
85,11,The Sun (1837-),NA,1
85,authorizing,The Sun (1837-),NA,1
85,berthala,The Sun (1837-),NA,1
85,cents,The Sun (1837-),NA,1
85,funeral,The Sun (1837-),NA,1
85,judge,The Sun (1837-),NA,1
85,served,The Sun (1837-),NA,1
"85,000",mary,The Sun (1837-),NA,1
"85,785","120,195",Afro-American (1893-),NA,1
"85,785","144,095",Afro-American (1893-),NA,1
"85,926","90,227",The Sun (1837-),NA,1
85.000,walter,The Sun (1837-),NA,1
850,total,The Sun (1837-),NA,1
854,boy's,Afro-American (1893-),NA,1
856,712.32,The Sun (1837-),NA,1
857,dick,Afro-American (1893-),NA,1
858,bridert,The Sun (1837-),NA,1
859,hobson,Afro-American (1893-),NA,1
"859,000",inst,The Sun (1837-),NA,1
86,136,The Sun (1837-),NA,1
86,authorizing,The Sun (1837-),NA,1
86,died,The Sun (1837-),Reported for the Baltimore Sun,1
86,judge,The Sun (1837-),NA,1
86,proceedings,The Sun (1837-),NA,1
"86,000","253,000",The Sun (1837-),NA,1
860,860.91,The Sun (1837-),NA,1
860.91,charles,The Sun (1837-),NA,1
861,861,The Sun (1837-),NA,1
863,vine,Afro-American (1893-),NA,1
864,alleged,The Sun (1837-),NA,1
866,vine,Afro-American (1893-),NA,1
87,authorizing,The Sun (1837-),NA,1
87,judge,The Sun (1837-),NA,1
87.68,miles,The Sun (1837-),"O'Donnell, Louis J",1
"870,000",annually,The Sun (1837-),NA,1
878,dis,The Sun (1837-),NA,1
879,boys,Afro-American (1893-),NA,1
88,authorizing,The Sun (1837-),NA,1
88,edward,The Sun (1837-),NA,1
88,judge,The Sun (1837-),NA,1
"88,000",cost,The Sun (1837-),NA,1
880,vard,The Sun (1837-),"Linthicum, Jesse A",1
880,yard,The Sun (1837-),NA,1
888,booth,Afro-American (1893-),NA,1
89,authorizing,The Sun (1837-),NA,1
89,cents,The Sun (1837-),NA,1
89,graduates,Afro-American (1893-),NA,1
89,judge,The Sun (1837-),NA,1
"89,980",boost,Afro-American (1893-),NA,1
893,park,Afro-American (1893-),NA,1
894,comprising,The Sun (1837-),NA,1
"897,000",aar,The Sun (1837-),"O'Donnell, Louis J",1
"897,011","1,044",The Sun (1837-),NA,1
"897,011","897,011",The Sun (1837-),NA,1
898,mount,The Sun (1837-),NA,1
89th,annual,The Sun (1837-),NA,1
8th,14th,Afro-American (1893-),NA,1
9,10,The Sun (1837-),NA,1
9,130,The Sun (1837-),NA,1
9,161,The Sun (1837-),NA,1
9,1841,The Sun (1837-),NA,1
9,1878,The Sun (1837-),NA,1
9,1900,The Sun (1837-),NA,1
9,1901,Afro-American (1893-),"Bragg, George",1
9,1902,The Sun (1837-),NA,1
9,1938,The Sun (1837-),NA,1
9,1939,The Sun (1837-),NA,1
9,1941,The Sun (1837-),NA,1
9,2.30,The Sun (1837-),A Staff Correspondent,1
9,3,The Sun (1837-),NA,1
9,513,Afro-American (1893-),NA,1
9,7,The Sun (1837-),NA,1
9,8,The Sun (1837-),NA,1
9,834,Afro-American (1893-),NA,1
9,boys,The Sun (1837-),NA,1
9,california,The Sun (1837-),NA,1
9,carl,The Sun (1837-),"Brenn, Carl",1
9,carlotta,Afro-American (1893-),NA,1
9,catonsville,Afro-American (1893-),NA,1
9,catonsville,The Sun (1837-),NA,1
9,cclumn,The Sun (1837-),NA,1
9,christmas,The Sun (1837-),NA,1
9,day,The Sun (1837-),NA,1
9,dob,The Sun (1837-),NA,1
9,east,The Sun (1837-),NA,1
9,esther,The Sun (1837-),"Crooks, Esther J",1
9,farm,The Sun (1837-),"Dorsch, George C",1
9,feet,The Sun (1837-),NA,1
9,ft,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
9,inches,Afro-American (1893-),NA,1
9,judge,The Sun (1837-),NA,1
9,locust,The Sun (1837-),NA,1
9,maine,The Sun (1837-),NA,1
9,march,Afro-American (1893-),NA,1
9,markets,The Sun (1837-),NA,1
9,mcdonogh,The Sun (1837-),NA,1
9,months,Afro-American (1893-),NA,1
9,months,The Sun (1837-),NA,1
9,northwood,The Sun (1837-),NA,1
9,oil,The Sun (1837-),NA,1
9,p.m,Afro-American (1893-),"Jenkins, Ruth",1
9,p.m,Afro-American (1893-),NA,1
9,park,The Sun (1837-),NA,1
9,penn,The Sun (1837-),NA,1
9,prize,Afro-American (1893-),NA,1
9,shipping,The Sun (1837-),NA,1
9,slated,Afro-American (1893-),NA,1
"9,000",colored,Afro-American (1893-),NA,1
"9,051",le,The Sun (1837-),NA,1
"9,052,000",increase,The Sun (1837-),NA,1
"9,145","2,614",The Sun (1837-),NA,1
"9,145",commissioner,The Sun (1837-),NA,1
"9,163","4,110",The Sun (1837-),NA,1
"9,375",squaro,The Sun (1837-),Special Dispatch to the Baltimore Sun,1
"9,400,000",worth,The Sun (1837-),NA,1
"9,420",employment,The Sun (1837-),NA,1
"9,600",tor,The Sun (1837-),NA,1
"9,728","9,728",The Sun (1837-),NA,1
9.00,14.500,Afro-American (1893-),NA,1
9.000,9.00,Afro-American (1893-),NA,1
9.3,default,Afro-American (1893-),NA,1
9.3,tests,Afro-American (1893-),NA,1
9.30,α.μ,The Sun (1837-),NA,1
9.45,o'clock,The Sun (1837-),NA,1
9.45,special,The Sun (1837-),NA,1
9.699.21,eleventh,The Sun (1837-),NA,1
90,000,The Sun (1837-),"O'Donnell, Louis J",1
90,166.58,The Sun (1837-),NA,1
90,344,The Sun (1837-),NA,1
90,62,Afro-American (1893-),NA,1
90,acres,The Sun (1837-),"Dorsch, George C",1
90,acres,The Sun (1837-),Reported for the Baltimore Sun,1
90,acres,The Sun (1837-),NA,1
90,authorizing,The Sun (1837-),NA,1
90,beds,The Sun (1837-),NA,1
90,cents,The Sun (1837-),NA,1
90,coast,The Sun (1837-),NA,1
90,dr,The Sun (1837-),"O'Donnell, Louis J",1
90,honor,Afro-American (1893-),NA,1
90,judge,The Sun (1837-),NA,1
90,minutes,The Sun (1837-),NA,1
90,percent,The Sun (1837-),NA,1
90,pounders,The Sun (1837-),"Linthicum, Jesse A",1
90,roceedings,The Sun (1837-),NA,1
90,spread,Afro-American (1893-),NA,1
90,tests,The Sun (1837-),"Hopkins, Frank S",1
90,vocational,The Sun (1837-),NA,1
"90,000",stocker,The Sun (1837-),NA,1
"90,227",miners,The Sun (1837-),NA,1
"90,640","102,413",Afro-American (1893-),NA,1
"90,700",ipower,Afro-American (1893-),NA,1
900,owing,The Sun (1837-),NA,1
900,repainting,The Sun (1837-),NA,1
900,slate,The Sun (1837-),NA,1
900,vocational,Afro-American (1893-),NA,1
900,youths,The Sun (1837-),NA,1
"900,000",2.465.000,The Sun (1837-),NA,1
900.53,account,The Sun (1837-),NA,1
902.20,inventories,The Sun (1837-),NA,1
904,aisquith,Afro-American (1893-),NA,1
906,47th,Afro-American (1893-),NA,1
"907,030",blacks,The Sun (1837-),NA,1
909,tyson,Afro-American (1893-),NA,1
91,authorizing,The Sun (1837-),NA,1
91,days,The Sun (1837-),Reported for the Baltimore Sun,1
91,judge,The Sun (1837-),NA,1
"91,200",gymnasium,The Sun (1837-),NA,1
"91,288",maryland,The Sun (1837-),NA,1
91.844,"144,095",Afro-American (1893-),NA,1
910,myrtle,Afro-American (1893-),NA,1
911,arlington,Afro-American (1893-),NA,1
912,inch,The Sun (1837-),NA,1
9162,sun,The Sun (1837-),NA,1
918,calhoun,Afro-American (1893-),NA,1
918,north,The Sun (1837-),NA,1
918,pear,Afro-American (1893-),NA,1
919,binney,The Sun (1837-),NA,1
92,authorizing,The Sun (1837-),NA,1
92,hildebrand,The Sun (1837-),NA,1
92,judge,The Sun (1837-),NA,1
92,keogh,The Sun (1837-),NA,1
"92,000","220,000",The Sun (1837-),"O'Donnell, Thomas J",1
921,east,The Sun (1837-),NA,1
923,north,The Sun (1837-),NA,1
924,2,Afro-American (1893-),NA,1
924,mason,Afro-American (1893-),NA,1
924,papers,Afro-American (1893-),NA,1
924,pierce,Afro-American (1893-),NA,1
927,mcdonough,Afro-American (1893-),NA,1
927,stricker,Afro-American (1893-),NA,1
928,eutaw,The Sun (1837-),NA,1
929.32,herman,The Sun (1837-),NA,1
93,000,The Sun (1837-),NA,1
93,14,The Sun (1837-),NA,1
93,authorizing,The Sun (1837-),NA,1
93,judge,The Sun (1837-),NA,1
93,sections,The Sun (1837-),NA,1
"93,000",site,The Sun (1837-),NA,1
933,mcculloh,Afro-American (1893-),NA,1
934,bushels,The Sun (1837-),NA,1
939.89,elise,The Sun (1837-),NA,1
94,2.1914,The Sun (1837-),A Staff Correspondent,1
94,authorizing,The Sun (1837-),NA,1
94,bond,The Sun (1837-),NA,1
94,democrats,Afro-American (1893-),NA,1
94,judge,The Sun (1837-),NA,1
"94,776",square,The Sun (1837-),NA,1
948,durham,Afro-American (1893-),NA,1
95,authorizing,The Sun (1837-),NA,1
95,gilbert,The Sun (1837-),NA,1
95,judge,The Sun (1837-),NA,1
95,niles,The Sun (1837-),NA,1
95,pro,The Sun (1837-),NA,1
"95,000","1,750,000",The Sun (1837-),NA,1
"95,000","40,000",Afro-American (1893-),NA,1
"95,000",bowie,The Sun (1837-),NA,1
950.00,amelia,The Sun (1837-),NA,1
953,inmates,The Sun (1837-),NA,1
96,authorizing,The Sun (1837-),NA,1
96,goldstein,The Sun (1837-),NA,1
96,judge,The Sun (1837-),NA,1
96,quarts,The Sun (1837-),NA,1
"96,000",request,The Sun (1837-),NA,1
960,beds,The Sun (1837-),NA,1
960,miles,The Sun (1837-),NA,1
97,authorizing,The Sun (1837-),NA,1
97,cheltenham,Afro-American (1893-),NA,1
97,gilbert,The Sun (1837-),NA,1
97,judge,The Sun (1837-),NA,1
97,youths,The Sun (1837-),NA,1
"97,600",800,The Sun (1837-),NA,1
98,authorizing,The Sun (1837-),NA,1
98,judge,The Sun (1837-),NA,1
98,public,The Sun (1837-),NA,1
